geom,Num_Occupants,Num_MotorVehicles,Fatalities_calc,SuspectedSeriousInjury_calc,NonMotorist_calc,Aggregated_Non_Motorist_txt,CityTownship,CountyNameTxt,Region,Zipcode_txtCARTO,TribalLand_txtCARTO,InjuryLevel,ExceedingSpeedLimitInd_boolCARTO,Seatbelt_boolCARTO,DistractedDrivingCde_boolCARTO,AlcoholSuspectedCde_txtCARTO,DrugSuspectedCde_txtCARTO,WeatherCde_txtCARTO,SurfaceConditionCde_txtCARTO,RdwyTypeCde_txtCARTO,RelativeLocIntersectCde,PostedSpeedNbr_binCARTO,WorkZoneInd_txtCARTO,DateOfIncident,AgencyIdNbr_txtCARTO,Injuries_calc,LatDec,LongDec,RdwyNameTxt,LocalCodeTxt,doi_date,doi_time,doi_dow_txtCARTO,HitAndRunInd_txtCARTO,VehicleMakeModelYearTxt_list,VehicleTypeCde_txtCARTO_list,doi_hour_txtCARTO,CrashType,CrashDetail
POINT(-93.24989319 44.86170957),4,1,0,0,0,Motorist Only,BLOOMINGTON,HENNEPIN,Metro,55425,Not on Tribal Land,Possible Injury,Yes,Not Completely,Unknown,No,No,Rain,Wet,Ramp or Connector,Interchange off Ramp,56 - 70 MPH,No,2025-08-18 10:18:00,MN State Patrol District 2400 - Oakdale,1,44.861709570000009,-93.24989319,RAMP689,25406902,"August 18, 2025",10:18:00 AM,Monday,"No, Did not Leave Scene",2015 HYUNDAI SONATA,Passenger Car,10:00 AM - 10:59 AM,Collision w/ Fixed Object,Guardrail End
POINT(-93.3934021 44.85781582),1,1,0,0,0,Motorist Only,BLOOMINGTON,HENNEPIN,Metro,55438,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,No,No,Rain,Wet,Ramp or Connector,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-18 09:41:00,MN State Patrol District 2500 - Golden Valley,0,44.85781582,-93.3934021,RAMP19,25510286,"August 18, 2025",09:41:00 AM,Monday,"No, Did not Leave Scene",1997 PETERBILT MOTORS 379,"Medium / Heavy Trucks (More than 10,000lbs)",9:00 AM - 9:59 AM,Collision w/ Fixed Object,Roadway Sign or Signal Structure
POINT(-93.16740211 44.83119489),3,2,0,0,0,Motorist Only,EAGAN,DAKOTA,Metro,55122,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Ramp or Connector,Interchange off Ramp,,No,2025-08-18 16:34:00,Eagan Police Dept,0,44.83119489,-93.167402110000012,RAMP283,25004031,"August 18, 2025",04:34:00 PM,Monday,"No, Did not Leave Scene","2006 TOYOTA CAMRY, 2025 HYUNDAI TUCSON","Passenger Car, Sport Utility Vehicle",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-91.84978008 43.93350599),2,2,0,0,0,Motorist Only,FREMONT,WINONA,Southeast,55952,Not on Tribal Land,Suspected Minor Injury,No,Not Completely,No,No,No,Rain,Wet,Ramp or Connector,Interchange off Ramp,56 - 70 MPH,No,2025-08-18 10:16:00,MN State Patrol District 2100 - Rochester,1,43.933505990000008,-91.84978008,RAMP100,25103249,"August 18, 2025",10:16:00 AM,Monday,"No, Did not Leave Scene","2021 INTERNATIONAL LT625, 2025 FREIGHTLINER CASCADIA","Medium / Heavy Trucks (More than 10,000lbs), Medium / Heavy Trucks (More than 10,000lbs)",10:00 AM - 10:59 AM,Collision w/ Non-Fixed Object,Parked Motor Vehicle
POINT(-93.06006253 44.86462971),1,1,0,0,0,Motorist Only,INVER GROVE HEIGHTS,DAKOTA,Metro,55077,Not on Tribal Land,No Apparent Injury,Yes,Yes,No,No,No,Rain,Wet,Ramp or Connector,Interchange off Ramp,56 - 70 MPH,No,2025-08-18 09:06:00,MN State Patrol District 2400 - Oakdale,0,44.86462971,-93.06006253,SB HWY 52 TO UPPER 55TH,25406901,"August 18, 2025",09:06:00 AM,Monday,"No, Did not Leave Scene",2019 CADILLAC XT4,Sport Utility Vehicle,9:00 AM - 9:59 AM,Collision w/ Fixed Object,Roadway Sign or Signal Structure
POINT(-93.27660979 45.21991381),1,1,0,0,0,Motorist Only,ANDOVER,ANOKA,Metro,55304,Not on Tribal Land,No Apparent Injury,Unknown,Unknown,Unknown,No,No,Cloudy,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-17 09:05:00,Anoka County Sheriff,0,45.21991381,-93.27660979,BUNKER LAKE BLVD NW,25181622,"August 17, 2025",09:05:00 AM,Sunday,"No, Did not Leave Scene",2018 FORD ESCAPE,Sport Utility Vehicle,9:00 AM - 9:59 AM,Collision w/ Fixed Object,Light Pole/Utility Pole
POINT(-95.24619045 46.6298548),1,1,0,0,0,Motorist Only,BLOWERS,OTTER TAIL,West Central,56477,Not on Tribal Land,Suspected Minor Injury,No,Yes,Yes,No,No,Clear,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-17 13:07:00,Otter Tail County Sheriff,1,46.6298548,-95.24619045,CSAH 8,25026864,"August 17, 2025",01:07:00 PM,Sunday,"No, Did not Leave Scene",2005 CHEVROLET SILVERADO,Pickup,1:00 PM - 1:59 PM,Collision w/ Fixed Object,Ditch
POINT(-93.31942263 45.04408802),2,2,0,0,0,Motorist Only,BROOKLYN CENTER,HENNEPIN,Metro,55430,Not on Tribal Land,No Apparent Injury,Yes,Not Completely,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,31 - 40 MPH,No,2025-08-17 12:46:00,Brooklyn Center Police Dept,0,45.04408802,-93.31942263,BROOKLYN BLVD,BC25-003096,"August 17, 2025",12:46:00 PM,Sunday,"No, Did not Leave Scene","2010 TOYOTA CAMRY, 2022 CHEVROLET EQUINOX","Passenger Car, Sport Utility Vehicle",12:00 PM - 12:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.32436275 45.05761176),2,2,0,0,0,Motorist Only,BROOKLYN CENTER,HENNEPIN,Metro,55429,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Yes,No,No,Rain,Wet,County State Aid Highway - CSAH,Intersection Related,31 - 40 MPH,No,2025-08-17 21:50:00,Brooklyn Center Police Dept,0,45.05761176,-93.32436275,BROOKLYN BLVD,25003105,"August 17, 2025",09:50:00 PM,Sunday,"No, Did not Leave Scene","2004 HONDA CIVIC, 2022 GMC TERRAIN","Passenger Car, Sport Utility Vehicle",9:00 PM - 9:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.2506231 44.99019871),2,2,0,1,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55414,Not on Tribal Land,Suspected Serious Injury,Unknown,Unknown,Unknown,No,No,Rain,Wet,County State Aid Highway - CSAH,Other,21 - 30 MPH,No,2025-08-17 20:50:00,Minneapolis Police Dept,1,44.990198710000008,-93.2506231,7TH ST NE,MPD 25-233761,"August 17, 2025",08:50:00 PM,Sunday,"No, Did not Leave Scene","2024 HARLEY DAVIDSON FLTRX, 2016 JEEP (POST 1988) GRAND CHEROKEE","Motorcycle, Sport Utility Vehicle",8:00 PM - 8:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.19951743 45.05108216),2,2,0,0,0,Motorist Only,NEW BRIGHTON,RAMSEY,Metro,55112,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,31 - 40 MPH,No,2025-08-17 17:30:00,New Brighton Dept of Public Safety,0,45.05108216,-93.19951743,1ST ST NW,25007473,"August 17, 2025",05:30:00 PM,Sunday,"No, Did not Leave Scene","2019 FORD EDGE, 2016 NISSAN PATHFINDER","Passenger Car, Passenger Car",5:00 PM - 5:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.38761405 45.05706634),3,2,0,0,0,Motorist Only,NEW HOPE,HENNEPIN,Metro,55428,Not on Tribal Land,Suspected Minor Injury,Unknown,Unknown,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",31 - 40 MPH,No,2025-08-17 15:38:00,New Hope Police Dept,3,45.05706634,-93.38761405,BASS LAKE RD,25014855,"August 17, 2025",03:38:00 PM,Sunday,"No, Did not Leave Scene","2007 TOYOTA RAV4, 2001 CHRYSLER TOWN & COUNTRY","Sport Utility Vehicle, Passenger Van (Seats Installed Behind Driver)",3:00 PM - 3:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.09637953 44.97379207),2,2,0,0,0,Motorist Only,SAINT PAUL,RAMSEY,Metro,55117,Not on Tribal Land,Possible Injury,Unknown,Unknown,Unknown,No,No,Cloudy,Dry,County State Aid Highway - CSAH,Four-Way Intersection,21 - 30 MPH,No,2025-08-17 19:45:00,St Paul Police Dept,1,44.97379207,-93.09637953,N JACKSON ST,25149314,"August 17, 2025",07:45:00 PM,Sunday,"No, Did not Leave Scene","2012 HYUNDAI VERACRUZGLS/SE/LIMITED, 2013 HONDA PILOT","Sport Utility Vehicle, Sport Utility Vehicle",7:00 PM - 7:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-95.01598587 47.24698133),1,1,0,0,0,Motorist Only,SCHOOLCRAFT,HUBBARD,Northwest,56461,Not on Tribal Land,No Apparent Injury,Yes,Unknown,No,No,No,Clear,Dry,County State Aid Highway - CSAH,T Intersection,41 - 55 MPH,No,2025-08-17 22:28:00,Hubbard County Sheriff,0,47.24698133,-95.01598587,CSAH 4,25007676,"August 17, 2025",10:28:00 PM,Sunday,"No, Did not Leave Scene",2003 SUBARU IMP,Passenger Car,10:00 PM - 10:59 PM,Collision w/ Fixed Object,Ditch
POINT(-93.14707736 45.05987656),3,2,0,0,0,Motorist Only,SHOREVIEW,RAMSEY,Metro,55126,Not on Tribal Land,Possible Injury,No,Yes,No,No,No,Cloudy,Dry,County State Aid Highway - CSAH,Four-Way Intersection,31 - 40 MPH,No,2025-08-17 08:48:00,Ramsey County Sheriff,3,45.05987656,-93.14707736,LEXINGTON AVE N,25039704,"August 17, 2025",08:48:00 AM,Sunday,"No, Did not Leave Scene","2020 HONDA ACCORD, 2013 NISSAN ALTIMA","Passenger Car, Passenger Car",8:00 AM - 8:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.26225281 45.06888353),1,2,0,0,0,Motorist Only,FRIDLEY,ANOKA,Metro,55432,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-17 15:45:00,MN State Patrol District 2500 - Golden Valley,0,45.06888353,-93.26225281,ISTH 694,25510254,"August 17, 2025",03:45:00 PM,Sunday,"Yes, Driver or Car and Driver Left Scene","2013 HYUNDAI SONATA, 2014 CHEVROLET CRUZE","Passenger Car, Passenger Car",3:00 PM - 3:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-96.66157723 46.84710173),1,1,0,0,0,Motorist Only,GLYNDON,CLAY,West Central,56547,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Rain,Wet,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-17 10:29:00,MN State Patrol District 2900 - Detroit Lakes,0,46.84710173,-96.66157723,ISTH 94,25901602,"August 17, 2025",10:29:00 AM,Sunday,"No, Did not Leave Scene",2000 CHEVROLET K1500 SILVERADO,Pickup,10:00 AM - 10:59 AM,Collision w/ Fixed Object,Cable Median Barrier
POINT(-93.23684692 44.9921801),1,1,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55413,Not on Tribal Land,No Apparent Injury,Yes,Yes,No,No,No,Rain,Wet,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-17 23:17:00,MN State Patrol District 2500 - Golden Valley,0,44.9921801,-93.23684692,SB I-35W AT HENNEPIN AVENUE,25510270,"August 17, 2025",11:17:00 PM,Sunday,"No, Did not Leave Scene",2022 TESLA MODEL S,Passenger Car,11:00 PM - 11:59 PM,Collision w/ Fixed Object,Concrete Traffic Barrier
POINT(-93.44670296 44.97105269),2,2,0,0,0,Motorist Only,MINNETONKA,HENNEPIN,Metro,55305,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-17 18:00:00,MN State Patrol District 2500 - Golden Valley,0,44.97105269,-93.44670296,WB I-394 @ PLYMOUTH RD,25510258,"August 17, 2025",06:00:00 PM,Sunday,"No, Did not Leave Scene","2015 INFINITI QX60, 2021 TOYOTA RAV4","Sport Utility Vehicle, Sport Utility Vehicle",6:00 PM - 6:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.19227934 45.0101444),2,2,0,0,0,Motorist Only,ROSEVILLE,RAMSEY,Metro,55113,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,Interchange on Ramp,56 - 70 MPH,No,2025-08-17 16:43:00,MN State Patrol District 2500 - Golden Valley,0,45.0101444,-93.192279340000013,ISTH 35W NB AT MNTH 36 EB,25510257,"August 17, 2025",04:43:00 PM,Sunday,"No, Did not Leave Scene","2014 GMC SIERRA, 2019 JEEP (POST 1988) CHEROKEE","Pickup, Sport Utility Vehicle",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.20028305 44.95933213),2,2,0,0,0,Motorist Only,SAINT PAUL,RAMSEY,Metro,55114,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Rain,Water (Standing or Moving),Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-17 23:10:00,MN State Patrol District 2500 - Golden Valley,0,44.95933213,-93.20028305,ISTH 94 AT CRETIN,25510269,"August 17, 2025",11:10:00 PM,Sunday,"No, Did not Leave Scene","2020 TOYOTA COROLLA, 2018 DODGE GRAND CARAVAN","Passenger Car, Passenger Van (Seats Installed Behind Driver)",11:00 PM - 11:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.1889534 45.13652396),2,2,0,0,0,Motorist Only,BLAINE,ANOKA,Metro,55449,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Local (or City) Street - MUN,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-17 12:21:00,MN State Patrol District 2500 - Golden Valley,0,45.136523960000005,-93.1889534,ISTH 35W SB @ LAKE DR,25510246,"August 17, 2025",12:21:00 PM,Sunday,"No, Did not Leave Scene","2010 TOYOTA CAMRY, 1995 FORD F150","Passenger Car, Pickup",12:00 PM - 12:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.30703586 45.01313563),2,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55411,Not on Tribal Land,Possible Injury,Unknown,Unknown,Unknown,No,No,Clear,Dry,Local (or City) Street - MUN,"Not at Intersection, Interchange or Junction",11 - 20 MPH,No,2025-08-17 04:01:00,Minneapolis Police Dept,1,45.01313563,-93.30703586,OLIVER AVE N,25-232997,"August 17, 2025",04:01:00 AM,Sunday,"No, Did not Leave Scene",2016 TOYOTA RAV4,"Sport Utility Vehicle, Passenger Car",4:00 AM - 4:59 AM,Collision w/ Non-Fixed Object,Other - Non Fixed Object
POINT(-93.30967658 44.98748697),1,3,0,1,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55411,Not on Tribal Land,Suspected Serious Injury,Unknown,Unknown,Unknown,Yes,Yes,Cloudy,Dry,Local (or City) Street - MUN,"Not at Intersection, Interchange or Junction",11 - 20 MPH,No,2025-08-17 16:00:00,Minneapolis Police Dept,1,44.987486969999992,-93.30967658,QUEEN AVE N,25-233481,"August 17, 2025",04:00:00 PM,Sunday,"No, Did not Leave Scene","2010 MAZDA CX-7, 2006 TOYOTA HIGHLANDER, 2013 DODGE DART","Sport Utility Vehicle, Sport Utility Vehicle, Passenger Car",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Parked Motor Vehicle
POINT(-93.25118257 44.95554559),3,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55404,Not on Tribal Land,No Apparent Injury,Unknown,Unknown,Unknown,No,No,Cloudy,Dry,Local (or City) Street - MUN,Four-Way Intersection,11 - 20 MPH,No,2025-08-17 13:33:00,Minneapolis Police Dept,0,44.955545590000007,-93.25118257,16TH AVE S,MP25-233366,"August 17, 2025",01:33:00 PM,Sunday,"No, Did not Leave Scene","2018 TOYOTA RAV4, 2021 FORD TRANSIT","Passenger Car, Passenger Van (Seats Installed Behind Driver)",1:00 PM - 1:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.50146976 45.06267262),2,1,0,0,0,Motorist Only,PLYMOUTH,HENNEPIN,Metro,55446,Not on Tribal Land,No Apparent Injury,Yes,Yes,No,No,No,Cloudy,Dry,Local (or City) Street - MUN,Other Traffic Circle,21 - 30 MPH,No,2025-08-17 18:32:00,Plymouth Police Dept,0,45.06267262,-93.50146976,KIMBERLY  LN N,25032574,"August 17, 2025",06:32:00 PM,Sunday,"No, Did not Leave Scene",2025 TESLA MODEL Y,Passenger Car,6:00 PM - 6:59 PM,Collision w/ Fixed Object,Other - Fixed Object
POINT(-93.37861069 45.19233957),3,2,0,0,0,Motorist Only,ANOKA,ANOKA,Metro,55303,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Yes,No,No,Clear,Dry,Municipal State Aid Street - MSAS,Four-Way Intersection,21 - 30 MPH,No,2025-08-17 18:12:00,Anoka Police Dept,0,45.19233957,-93.37861069,7TH AVE,25181978,"August 17, 2025",06:12:00 PM,Sunday,"No, Did not Leave Scene","2016 TOYOTA COROLLA, 2011 CHEVROLET CRUZE","Passenger Car, Passenger Car",6:00 PM - 6:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-94.24443955 46.35455692),2,2,0,0,0,Motorist Only,BAXTER,CROW WING,East Central,56425,Not on Tribal Land,No Apparent Injury,Unknown,Unknown,Unknown,No,No,Cloudy,Dry,Municipal State Aid Street - MSAS,Unknown,41 - 55 MPH,No,2025-08-17 13:00:00,Baxter Police Dept,0,46.35455692,-94.24443955,EXCELSIOR RD,25005632,"August 17, 2025",01:00:00 PM,Sunday,"No, Did not Leave Scene","2015 CHEVROLET EQX, 2025 MAZDA CX-5","Sport Utility Vehicle, Sport Utility Vehicle",1:00 PM - 1:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.29964527 45.0728829),1,2,0,0,0,Motorist Only,BROOKLYN CENTER,HENNEPIN,Metro,55430,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,No,No,Rain,Wet,Municipal State Aid Street - MSAS,Unknown,21 - 30 MPH,No,2025-08-17 20:50:00,Brooklyn Center Police Dept,0,45.0728829,-93.29964527,65TH AVE,25003102,"August 17, 2025",08:50:00 PM,Sunday,"Yes, Driver or Car and Driver Left Scene","2014 NISSAN JUKE, 2013 HYUNDAI SONATA","Passenger Car, Passenger Car",8:00 PM - 8:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.34149482 45.08449684),2,2,0,0,0,Motorist Only,BROOKLYN CENTER,HENNEPIN,Metro,55429,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Rain,Wet,Municipal State Aid Street - MSAS,Four-Way Intersection,21 - 30 MPH,No,2025-08-17 22:12:00,Brooklyn Park Police Dept,0,45.08449684,-93.34149482,NOBLE AVE,25031586,"August 17, 2025",10:12:00 PM,Sunday,"Yes, Driver or Car and Driver Left Scene",2014 TOYOTA COROLLA,Passenger Car,10:00 PM - 10:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.27590715 44.99374869),1,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55411,Not on Tribal Land,No Apparent Injury,No,Yes,No,Yes,No,Clear,Dry,Municipal State Aid Street - MSAS,"Not at Intersection, Interchange or Junction",21 - 30 MPH,No,2025-08-17 00:05:00,Minneapolis Police Dept,0,44.993748690000004,-93.27590715,W RIVER RD,25-232798,"August 17, 2025",12:05:00 AM,Sunday,"No, Did not Leave Scene","2015 TOYOTA PRIUS C, 2020 JEEP (POST 1988) COMPASS SPORT","Passenger Car, Sport Utility Vehicle",12:00 AM - 12:59 AM,Collision w/ Non-Fixed Object,Parked Motor Vehicle
POINT(-93.23890686 44.98689898),3,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55414,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Municipal State Aid Street - MSAS,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-17 15:00:00,MN State Patrol District 2500 - Golden Valley,0,44.986898979999992,-93.23890686,35W @ 4TH ST,25510252,"August 17, 2025",03:00:00 PM,Sunday,"No, Did not Leave Scene","2015 TOYOTA RAV4, 1993 LEXUS LS","Sport Utility Vehicle, Passenger Car",3:00 PM - 3:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.26762764 44.98020088),3,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55401,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Municipal State Aid Street - MSAS,Four-Way Intersection,21 - 30 MPH,No,2025-08-17 12:15:00,Minneapolis Police Dept,0,44.98020088,-93.26762764,MARQUETTE AVE S,25-232296,"August 17, 2025",12:15:00 PM,Sunday,"No, Did not Leave Scene","2015 SUBARU FORESTER, 2013 VOLVO S60","Sport Utility Vehicle, Passenger Car",12:00 PM - 12:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-94.18295294 45.57345534),3,2,0,0,0,Motorist Only,SAINT CLOUD,STEARNS,East Central,56303,Not on Tribal Land,Suspected Minor Injury,Unknown,Unknown,Yes,No,No,Clear,Dry,Municipal State Aid Street - MSAS,"Not at Intersection, Interchange or Junction",21 - 30 MPH,No,2025-08-17 15:04:00,St Cloud Police Dept,3,45.57345534,-94.18295294,NORTHWAY DR,25032056,"August 17, 2025",03:04:00 PM,Sunday,"No, Did not Leave Scene","2004 SATURN ION, 2015 FORD FUSION","Passenger Car, Passenger Car",3:00 PM - 3:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-94.19925101 45.55864487),1,1,0,0,0,Motorist Only,SAINT CLOUD,STEARNS,East Central,56303,Not on Tribal Land,Possible Injury,No,Yes,Unknown,No,No,Cloudy,Dry,Municipal State Aid Street - MSAS,"Not at Intersection, Interchange or Junction",21 - 30 MPH,No,2025-08-17 08:22:00,St Cloud Police Dept,1,45.55864487,-94.19925101,3RD ST N,25032031,"August 17, 2025",08:22:00 AM,Sunday,"No, Did not Leave Scene",2017 HONDA ACCORD,Passenger Car,8:00 AM - 8:59 AM,Collision w/ Fixed Object,Light Pole/Utility Pole
POINT(-93.34769025 44.95963008),1,1,0,0,0,Motorist Only,SAINT LOUIS PARK,HENNEPIN,Metro,55416,Not on Tribal Land,No Apparent Injury,No,Yes,Yes,No,No,Clear,Dry,Municipal State Aid Street - MSAS,"Not at Intersection, Interchange or Junction",21 - 30 MPH,No,2025-08-17 16:43:00,St Louis Park Police Dept,0,44.95963008,-93.34769025,UTICA AVE,SL25004651,"August 17, 2025",04:43:00 PM,Sunday,"No, Did not Leave Scene",2014 FORD ESCAPE,Sport Utility Vehicle,4:00 PM - 4:59 PM,Collision w/ Fixed Object,Roadway Sign or Signal Structure
POINT(-93.55702156 45.2903861),1,1,0,0,0,Motorist Only,ELK RIVER,SHERBURNE,East Central,55330,Not on Tribal Land,No Apparent Injury,Unknown,Yes,No,No,No,Clear,Dry,Ramp or Connector,Entrance/Exit Ramp,56 - 70 MPH,No,2025-08-17 00:35:00,Elk River Police Dept,0,45.2903861,-93.55702156,RAMP64,25013564,"August 17, 2025",12:35:00 AM,Sunday,"No, Did not Leave Scene",2013 FORD EDGE,Sport Utility Vehicle,12:00 AM - 12:59 AM,Collision w/ Fixed Object,Guardrail Face
POINT(-93.24939016 44.97177879),4,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55454,Not on Tribal Land,No Apparent Injury,No,Unknown,No,No,No,Clear,Dry,Ramp or Connector,Four-Way Intersection,,No,2025-08-17 14:30:00,Minneapolis Police Dept,0,44.97177879,-93.24939016,RAMP578,25-233406,"August 17, 2025",02:30:00 PM,Sunday,"No, Did not Leave Scene","2015 CHRYSLER 200, 2021 JEEP (POST 1988) GRAND CHEROKEE","Passenger Car, Sport Utility Vehicle",2:00 PM - 2:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-95.15265226 45.52135305),4,2,0,0,0,Motorist Only,BANGOR,POPE,West Central,56316,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,No,No,Rain,Wet,State Trunk Highway - MNTH,Four-Way Intersection,56 - 70 MPH,No,2025-08-17 18:47:00,MN State Patrol District 2600 - St Cloud,0,45.52135305,-95.15265226,MNTH 55,25602694,"August 17, 2025",06:47:00 PM,Sunday,"No, Did not Leave Scene","2012 GMC ACADIA, 2016 FORD EXPLORER","Sport Utility Vehicle, Sport Utility Vehicle",6:00 PM - 6:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-95.54998187 45.72288834),2,1,0,0,1,Bicycle,BEN WADE,POPE,West Central,56349,Not on Tribal Land,Suspected Minor Injury,Unknown,Not Completely,Yes,No,No,Rain,Wet,State Trunk Highway - MNTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-17 17:09:00,Pope County Sheriff,1,45.72288834,-95.54998187,55,25003743,"August 17, 2025",05:09:00 PM,Sunday,"No, Did not Leave Scene",2019 CHEVROLET SILVERADO,Pickup,5:00 PM - 5:59 PM,Collision w/ Non-Fixed Object,Pedalcycle (Bike)
POINT(-93.24757576 45.06430665),3,2,0,0,0,Motorist Only,COLUMBIA HEIGHTS,ANOKA,Metro,55421,Not on Tribal Land,Suspected Minor Injury,Yes,Yes,Unknown,No,No,Clear,Dry,State Trunk Highway - MNTH,Four-Way Intersection,41 - 55 MPH,No,2025-08-17 20:14:00,MN State Patrol District 2500 - Golden Valley,2,45.06430665,-93.24757576,CENTRAL AVE NE,25510260,"August 17, 2025",08:14:00 PM,Sunday,"No, Did not Leave Scene","2010 HYUNDAI SONATA, 2020 FORD ESCAPE","Passenger Car, Sport Utility Vehicle",8:00 PM - 8:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.82925034 45.69490969),8,3,0,0,0,Motorist Only,MAYWOOD,BENTON,East Central,56357,Not on Tribal Land,Suspected Minor Injury,Yes,Yes,No,No,No,Cloudy,Wet,State Trunk Highway - MNTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-17 18:25:00,MN State Patrol District 2600 - St Cloud,4,45.69490969000001,-93.82925034,MNTH 23,25602693,"August 17, 2025",06:25:00 PM,Sunday,"No, Did not Leave Scene","2020 FORD F150, 2008 BMW X3, 2013 CHEVROLET IMPALA","Pickup, Sport Utility Vehicle, Passenger Car",6:00 PM - 6:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
